,id,title,original_language,release_date,vote_average,popularity,adult
2478,129112,Wadjda,ar,2012-08-31,7.2,10.461,False
2479,109445,Frozen,en,2013-11-20,7.2,85.879,False
2480,70670,Headhunters,no,2011-08-26,7.2,14.351,False
2481,35690,The Last Song,en,2010-03-31,7.2,14.038,False
2482,76543,Tyrannosaur,en,2011-10-07,7.2,7.061,False
2483,56831,The Sunset Limited,en,2011-02-12,7.2,10.308,False
2484,17905,Branded to Kill,ja,1967-06-15,7.2,8.232,False
2485,9837,The Prince of Egypt,en,1998-12-16,7.2,28.031,False
2486,1254,"Don't Worry, I'm Fine",fr,2006-09-06,7.2,9.71,False
2487,15487,The Greatest Game Ever Played,en,2005-09-30,7.2,13.453,False
2488,13688,CJ7,cn,2008-01-30,7.2,28.785,False
2489,3086,The Lady Eve,en,1941-02-25,7.2,10.732,False
2490,653851,Devotion,en,2022-11-23,7.2,80.511,False
2491,475946,Blade Runner: Black Out 2022,en,2017-09-26,7.2,15.059,False
2492,19178,The Trip Across Paris,fr,1956-10-26,7.2,7.576,False
2493,2277,Bicentennial Man,en,1999-12-17,7.2,20.587,False
2494,612368,In the Name of the Land,fr,2019-09-25,7.2,6.743,False
2495,594530,Lamp Life,en,2020-01-31,7.2,11.767,False
2496,465136,Every Day,en,2018-02-22,7.2,19.549,False
2497,449924,Ip Man 4: The Finale,cn,2019-12-19,7.2,14.059,False
2498,364689,Ferdinand,en,2017-12-09,7.2,36.455,False
2499,504,Monster,en,2003-12-24,7.2,22.016,False
2500,227,The Outsiders,en,1983-03-25,7.2,24.747,False
2501,393624,Official Secrets,en,2019-08-30,7.2,20.424,False
2502,345920,Collateral Beauty,en,2016-12-06,7.2,21.93,False
2503,40180,Fear Over the City,fr,1975-04-09,7.2,7.676,False
2504,29005,McCabe & Mrs. Miller,en,1971-06-24,7.2,8.555,False
2505,979,Irreversible,fr,2002-05-22,7.2,26.728,False
2506,285,Pirates of the Caribbean: At World's End,en,2007-05-19,7.2,102.455,False
2507,258,Bed and Board,fr,1970-09-09,7.2,9.829,False
2508,156022,The Equalizer,en,2014-09-24,7.2,106.639,False
2509,2609,"Planes, Trains and Automobiles",en,1987-11-26,7.2,16.856,False
2510,809,Shrek 2,en,2004-05-19,7.2,98.787,False
2511,340,Everything Is Illuminated,en,2005-09-16,7.2,8.14,False
2512,736732,Broker,ko,2022-06-08,7.2,34.052,False
2513,581734,Nomadland,en,2021-01-29,7.2,22.811,False
2514,346364,It,en,2017-09-06,7.2,366.036,False
2515,338189,It's Only the End of the World,fr,2016-08-26,7.2,11.9,False
2516,168259,Furious 7,en,2015-04-01,7.2,83.094,False
2517,14646,Family Resemblances,fr,1996-09-07,7.2,5.211,False
2518,10705,Henry V,en,1989-10-05,7.2,9.919,False
2519,10452,Queen Margot,fr,1994-05-13,7.2,11.578,False
2520,8844,Jumanji,en,1995-12-15,7.2,22.291,False
2521,1716,The Last Metro,fr,1980-09-17,7.2,9.001,False
2522,454983,The Kissing Booth,en,2018-05-11,7.2,56.538,False
2523,297762,Wonder Woman,en,2017-05-30,7.2,66.401,False
2524,39108,Dragon Ball Z: Wrath of the Dragon,ja,1995-07-15,7.2,66.356,False
2525,549053,Last Christmas,en,2019-11-07,7.2,16.958,False
2526,72570,The Vow,en,2012-02-05,7.2,16.564,False
2527,826769,Rosaline,en,2022-10-11,7.2,17.913,False
2528,774752,The Guardians of the Galaxy Holiday Special,en,2022-11-25,7.2,60.603,False
2529,38684,Jane Eyre,en,2011-03-11,7.2,16.382,False
2530,23566,Barbie and the Three Musketeers,en,2009-09-15,7.2,30.5,False
2531,936074,Tenor,fr,2022-05-04,7.2,13.426,False
2532,823951,November,fr,2022-10-05,7.2,21.184,False
2533,791177,Bones and All,it,2022-11-18,7.2,25.534,False
2534,585245,Clifford the Big Red Dog,en,2021-11-10,7.2,63.718,False
2535,329819,Standing Tall,fr,2015-05-13,7.2,7.685,False
2536,57447,The House with Laughing Windows,it,1976-08-20,7.2,7.477,False
2537,25205,The Concert,fr,2009-11-04,7.2,7.239,False
2538,6537,The Orphanage,es,2007-05-20,7.2,20.587,False
2539,859,Dangerous Liaisons,en,1988-12-21,7.2,17.07,False
2540,79707,Children Who Chase Lost Voices,ja,2011-05-07,7.2,30.419,False
2541,927855,Love Tactics,tr,2022-02-11,7.2,20.118,False
2542,420622,Professor Marston and the Wonder Women,en,2017-10-13,7.2,22.534,False
2543,37136,The Naked Gun: From the Files of Police Squad!,en,1988-12-02,7.2,28.479,False
2544,10518,Marathon Man,en,1976-10-08,7.2,16.264,False
2545,695,Short Cuts,en,1993-09-05,7.2,11.386,False
2546,244403,Rudderless,en,2014-10-17,7.2,9.139,False
2547,43361,The White Sheik,it,1952-09-20,7.2,8.133,False
2548,34134,Barbie in A Mermaid Tale,en,2010-01-25,7.2,32.378,False
2549,20482,The Naked City,en,1948-03-04,7.2,7.562,False
2550,9502,Kung Fu Panda,en,2008-06-04,7.2,66.216,False
2551,1640,Crash,en,2005-05-06,7.2,20.082,False
2552,436,Maria Full of Grace,es,2004-01-18,7.2,13.531,False
2553,187022,A Touch of Sin,zh,2013-10-04,7.2,8.968,False
2554,16563,Seven Brides for Seven Brothers,en,1954-07-22,7.2,20.731,False
2555,12622,Violent Cop,ja,1989-08-12,7.2,9.353,False
2556,11986,Betty Blue,fr,1986-04-09,7.2,22.126,False
2557,9267,And Now for Something Completely Different,en,1971-09-28,7.2,10.418,False
2558,2567,The Aviator,en,2004-12-17,7.2,29.029,False
2559,583903,Our Friend,en,2019-09-04,7.2,10.929,False
2560,499932,The Devil All the Time,en,2020-09-11,7.2,19.458,False
2561,436343,On Body and Soul,hu,2017-03-02,7.2,9.464,False
2562,403,Driving Miss Daisy,en,1989-12-13,7.2,17.345,False
2563,842675,The Wandering Earth II,zh,2023-01-22,7.2,279.76,False
2564,11020,Picnic at Hanging Rock,en,1975-09-02,7.2,9.849,False
2565,2576,The Diary of Anne Frank,en,1959-03-18,7.2,17.592,False
2566,816904,Mummies,es,2023-01-05,7.2,148.353,False
2567,611698,A Writer's Odyssey,zh,2021-02-12,7.2,53.347,False
2568,593643,The Menu,en,2022-11-17,7.2,58.812,False
2569,505642,Black Panther: Wakanda Forever,en,2022-11-09,7.2,310.783,False
2570,407655,A Cinderella Story: If the Shoe Fits,en,2016-08-02,7.2,29.288,False
2571,296098,Bridge of Spies,en,2015-10-15,7.2,18.558,False
2572,12598,Jo,fr,1971-08-31,7.2,6.233,False
2573,9400,Set It Off,en,1996-11-06,7.2,14.739,False
2574,5902,A Bridge Too Far,en,1977-06-15,7.2,22.394,False
2575,2654,In the Mouth of Madness,en,1995-02-03,7.2,14.131,False
2576,20352,Despicable Me,en,2010-07-08,7.2,60.229,False
2577,6037,Murder by Death,en,1976-06-23,7.2,12.007,False
2578,3084,Wuthering Heights,en,1939-04-07,7.2,12.113,False
2579,372519,The Ten Commandments: The Movie,pt,2016-01-28,7.2,27.546,False
2580,287495,Labyrinth of Lies,de,2014-09-06,7.2,13.821,False
2581,37724,Skyfall,en,2012-10-24,7.2,40.482,False
2582,259954,5 to 7,en,2014-04-19,7.2,10.866,False
2583,113082,Berserk: The Golden Age Arc I - The Egg of the King,ja,2012-02-03,7.2,59.957,False
2584,63498,Chico & Rita,en,2010-11-19,7.2,8.24,False
2585,28118,The Gruffalo,en,2009-12-25,7.2,8.207,False
2586,15359,Wonder Woman,en,2009-03-03,7.2,17.029,False
2587,10559,Frequency,en,2000-04-28,7.2,17.089,False
2588,5923,The Sand Pebbles,en,1966-12-20,7.2,12.567,False
2589,401104,To the Bone,en,2017-01-22,7.2,14.408,False
2590,28966,Wings,en,1927-08-12,7.2,9.065,False
2591,15196,Clue,en,1985-12-13,7.2,35.174,False
2592,11647,Infernal Affairs II,cn,2003-10-01,7.2,12.57,False
2593,5825,National Lampoon's Christmas Vacation,en,1989-11-30,7.2,23.766,False
2594,1878,Fear and Loathing in Las Vegas,en,1998-05-22,7.2,23.289,False
2595,16907,Naruto the Movie: Ninja Clash in the Land of Snow,ja,2004-08-21,7.2,30.832,False
2596,10693,Peter Pan,en,1953-02-05,7.2,48.922,False
2597,2014,The Edge of Heaven,de,2007-09-27,7.2,8.078,False
2598,761,The Wing or the Thigh?,fr,1976-10-27,7.2,13.522,False
2599,18320,The Young Victoria,en,2009-03-04,7.2,13.837,False
2600,9701,North Country,en,2005-02-12,7.2,16.544,False
2601,8363,Superbad,en,2007-03-20,7.2,52.883,False
2602,1278,The Dreamers,en,2003-09-01,7.2,26.517,False
2603,844,2046,zh,2005-04-04,7.2,17.489,False
2604,817758,TÁR,en,2022-09-23,7.2,34.503,False
2605,11489,Rosetta,fr,1999-09-29,7.2,7.203,False
2606,11044,Arizona Dream,en,1993-01-06,7.2,10.852,False
2607,11035,Roma,it,1972-03-16,7.2,9.713,False
2608,256,Antoine and Colette,fr,1962-06-22,7.2,9.054,False
2609,677179,Creed III,en,2023-03-01,7.2,460.805,False
2610,515916,Girl,nl,2018-09-18,7.2,9.522,False
2611,434245,The Stronghold,uk,2017-10-12,7.2,12.99,False
2612,348657,Woman at War,is,2018-05-22,7.2,8.635,False
2613,429200,Good Time,en,2017-08-11,7.2,19.682,False
2614,667538,Transformers: Rise of the Beasts,en,2023-06-06,7.2,1420.96,False
2615,399579,Alita: Battle Angel,en,2019-01-31,7.2,46.871,False
2616,67884,Chinese Take-Away,es,2011-03-24,7.2,7.035,False
2617,11051,The Last Temptation of Christ,en,1988-05-28,7.2,18.903,False
2618,10772,Django,it,1966-04-06,7.2,17.776,False
2619,758323,The Pope's Exorcist,en,2023-04-05,7.2,502.125,False
2620,618355,Superman: Red Son,en,2020-02-24,7.2,15.831,False
2621,520736,Loro 2,it,2018-05-10,7.2,7.433,False
2622,479226,The Purity of Vengeance,da,2018-10-04,7.2,11.881,False
2623,366924,Batman: Bad Blood,en,2016-08-04,7.2,20.884,False
2624,36728,Naruto Shippuden the Movie: The Will of Fire,ja,2009-08-01,7.2,38.607,False
2625,14168,3:10 to Yuma,en,1957-08-07,7.2,10.548,False
2626,13581,Dead of Night,en,1945-09-09,7.2,6.589,False
2627,10860,Steel Magnolias,en,1989-11-15,7.2,13.819,False
2628,820446,Downton Abbey: A New Era,en,2022-04-27,7.2,17.43,False
2629,28043,Black Sabbath,it,1963-08-17,7.2,8.915,False
2630,11951,Vanishing Point,en,1971-01-15,7.2,17.674,False
2631,324849,The Lego Batman Movie,en,2017-02-08,7.2,34.517,False
2632,10403,The Player,en,1992-04-03,7.2,10.873,False
2633,268,Batman,en,1989-06-23,7.2,58.093,False
2634,671583,Upside-Down Magic,en,2020-07-31,7.2,29.37,False
2635,404368,Ralph Breaks the Internet,en,2018-11-20,7.2,49.303,False
2636,30074,Scooby-Doo! and the Legend of the Vampire,en,2003-03-04,7.2,15.209,False
2637,21519,Project A,cn,1983-12-22,7.2,14.039,False
2638,14163,Chak De! India,hi,2007-08-10,7.2,9.583,False
2639,15573,The Cowboys,en,1972-01-13,7.2,17.937,False
2640,12717,My Mother's Castle,fr,1990-10-26,7.2,8.809,False
2641,138,Dracula,en,1931-02-12,7.2,19.416,False
2642,374205,One Piece Film: GOLD,ja,2016-07-23,7.2,31.437,False
2643,9560,A Walk in the Clouds,en,1995-08-11,7.2,25.122,False
2644,370964,I Am Dragon,ru,2015-12-03,7.2,25.651,False
2645,241863,As the Gods Will,ja,2014-11-15,7.2,19.043,False
2646,64131,Mauvais Sang,fr,1986-11-26,7.2,7.754,False
2647,16620,La Bamba,en,1987-07-24,7.2,24.222,False
2648,11209,The Alamo,en,1960-10-23,7.2,20.99,False
2649,1538,Collateral,en,2004-08-04,7.2,30.696,False
2650,613504,After We Collided,en,2020-09-02,7.2,115.946,False
2651,475215,Mirai,ja,2018-06-16,7.2,15.655,False
2652,14306,Marley & Me,en,2008-12-25,7.2,22.602,False
2653,10886,The Unknown Woman,it,2006-10-09,7.2,11.489,False
2654,623,A Fish Called Wanda,en,1988-07-15,7.2,21.986,False
2655,459,Sissi: The Fateful Years of an Empress,de,1957-12-18,7.2,13.33,False
2656,251,Ghost,en,1990-07-12,7.2,37.264,False
2657,595671,Never Rarely Sometimes Always,en,2020-03-13,7.2,10.409,False
2658,4952,Pillow Talk,en,1959-10-07,7.2,11.788,False
2659,537056,Batman: Hush,en,2019-07-19,7.2,25.016,False
2660,519035,Nappily Ever After,en,2018-09-21,7.2,10.262,False
2661,436391,The Battleship Island,ko,2017-07-26,7.2,14.595,False
2662,204436,Jack and the Cuckoo-Clock Heart,fr,2014-02-05,7.2,17.667,False
2663,86829,Inside Llewyn Davis,en,2013-10-13,7.2,16.523,False
2664,14047,The Great Debaters,en,2007-12-27,7.2,11.794,False
2665,12762,Broadway Danny Rose,en,1984-01-27,7.2,8.664,False
2666,11143,Tai-Chi Master,cn,1993-11-18,7.2,6.33,False
2667,6978,Big Trouble in Little China,en,1986-05-30,7.2,25.998,False
2668,2771,American Splendor,en,2003-08-15,7.2,9.743,False
2669,399366,Marrowbone,en,2017-10-27,7.2,20.619,False
2670,320736,Virgin Mountain,is,2015-03-20,7.2,8.312,False
2671,13283,Barbie as the Island Princess,en,2007-09-17,7.2,33.63,False
2672,11850,Invasion of the Body Snatchers,en,1978-12-20,7.2,17.1,False
2673,9576,Tootsie,en,1982-12-17,7.2,17.16,False
2674,489925,Eighth Grade,en,2018-01-19,7.2,14.405,False
2675,257211,The Intern,en,2015-09-23,7.2,36.951,False
2676,10528,Sherlock Holmes,en,2009-12-23,7.2,39.432,False
2677,170,28 Days Later,en,2002-10-31,7.2,35.18,False
2678,472674,The Goldfinch,en,2019-09-12,7.2,20.505,False
2679,336845,Cleveland Abduction,en,2015-05-02,7.2,15.357,False
2680,23168,The Town,en,2010-09-15,7.2,45.062,False
2681,8816,My Life as a Dog,sv,1985-12-12,7.2,11.623,False
2682,6479,I Am Legend,en,2007-12-12,7.2,58.341,False
2683,130925,Partysaurus Rex,en,2012-09-14,7.2,73.407,False
2684,43294,An American in Rome,it,1954-12-10,7.2,8.246,False
2685,10243,The Flight of the Phoenix,en,1965-12-15,7.2,13.019,False
2686,591275,Fear Street: 1666,en,2021-07-14,7.2,20.319,False
2687,403431,Brigsby Bear,en,2017-07-27,7.2,9.651,False
2688,213121,Toy Story of Terror!,en,2013-10-16,7.2,0.834,False
2689,62215,Melancholia,en,2011-05-26,7.2,15.769,False
2690,20345,The Bird with the Crystal Plumage,it,1970-02-27,7.2,12.57,False
2691,5176,3:10 to Yuma,en,2007-09-06,7.2,23.552,False
2692,1621,Trading Places,en,1983-06-07,7.2,28.755,False
2693,88284,Barbara,de,2012-03-08,7.2,9.693,False
2694,48254,Ovosodo,it,1997-09-12,7.2,6.747,False
2695,13885,Sweeney Todd: The Demon Barber of Fleet Street,en,2007-12-20,7.2,24.686,False
2696,577922,Tenet,en,2020-08-22,7.2,55.282,False
2697,79224,War of the Arrows,ko,2011-08-10,7.2,19.981,False
2698,56521,Palombella Rossa,it,1989-09-15,7.2,9.908,False
2699,35265,The Embalmer,it,2002-09-06,7.2,4.653,False
2700,9013,Midnight Run,en,1988-07-20,7.2,12.713,False
2701,4588,"Lust, Caution",zh,2007-09-27,7.2,21.831,False
2702,4415,Les Misérables,en,1998-05-01,7.2,14.678,False
2703,14375,Romanzo Criminale,it,2005-09-30,7.2,7.648,False
2704,13012,Felon,en,2008-07-17,7.2,14.155,False
2705,11109,Vera Drake,en,2004-10-22,7.2,7.885,False
2706,10198,The Princess and the Frog,en,2009-12-08,7.2,74.261,False
2707,374671,After the Storm,ja,2016-05-21,7.2,8.068,False
2708,24615,Aloha Scooby-Doo!,en,2005-02-08,7.2,21.304,False
2709,11773,Village of the Damned,en,1960-06-16,7.2,12.38,False
2710,9388,Thank You for Smoking,en,2005-09-09,7.2,12.761,False
2711,6023,P.S. I Love You,en,2007-11-15,7.2,16.599,False
2712,256962,Little Boy,en,2015-04-23,7.2,11.224,False
2713,70160,The Hunger Games,en,2012-03-12,7.2,27.224,False
2714,34584,The NeverEnding Story,en,1984-04-05,7.2,32.123,False
2715,11222,The American Friend,de,1977-06-24,7.2,11.024,False
2716,618354,Superman: Man of Tomorrow,en,2020-08-23,7.2,16.207,False
2717,179150,Reality,fr,2014-08-28,7.2,7.704,False
2718,42297,Burlesque,en,2010-11-23,7.2,13.351,False
2719,17581,Naruto Shippuden the Movie: Bonds,ja,2008-08-02,7.2,44.52,False
2720,16553,Little Manhattan,en,2005-09-26,7.2,14.692,False
2721,14359,Doubt,en,2008-02-27,7.2,16.719,False
2722,12092,Alice in Wonderland,en,1951-07-28,7.2,73.986,False
2723,2055,Open Range,en,2003-08-29,7.2,21.584,False
2724,915931,Revoir Paris,fr,2022-09-07,7.2,14.981,False
2725,342473,Ballerina,en,2016-12-14,7.2,37.199,False
2726,329805,My King,fr,2015-05-16,7.2,10.621,False
2727,229407,Minions: Puppy,en,2013-12-10,7.2,9.783,False
2728,59421,Bedevilled,ko,2010-08-19,7.2,13.254,False
2729,664300,Shiva Baby,en,2021-04-02,7.2,13.127,False
2730,16562,The Cutting Edge,en,1992-03-27,7.2,15.202,False
2731,168,Star Trek IV: The Voyage Home,en,1986-11-26,7.2,18.196,False
2732,56825,Compagni di scuola,it,1988-12-21,7.2,7.533,False
2733,50348,The Lincoln Lawyer,en,2011-03-17,7.2,18.804,False
2734,22954,Invictus,en,2009-12-10,7.2,15.269,False
2735,5236,Kiss Kiss Bang Bang,en,2005-09-05,7.2,19.794,False
2736,3,Shadows in Paradise,fi,1986-10-17,7.2,5.966,False
2737,340270,The Healer,en,2017-02-17,7.2,18.661,False
2738,330483,The Choice,en,2016-02-04,7.2,16.638,False
2739,321528,Batman vs. Robin,en,2015-04-14,7.2,15.767,False
2740,110398,No,es,2012-08-09,7.2,11.378,False
2741,16436,North Face,de,2008-10-23,7.2,12.92,False
2742,11577,Pat Garrett & Billy the Kid,en,1973-05-23,7.2,14.196,False
2743,4191,The Bride Wore Black,fr,1968-03-22,7.2,7.575,False
2744,793998,Happening,fr,2021-11-24,7.2,10.035,False
2745,672647,The Map of Tiny Perfect Things,en,2021-02-12,7.2,11.481,False
2746,140212,Confession of Murder,ko,2012-11-08,7.2,9.211,False
2747,10601,Peter Pan,en,2003-12-18,7.2,31.629,False
2748,167,K-PAX,en,2001-10-22,7.2,14.429,False
2749,51876,Limitless,en,2011-03-08,7.2,41.836,False
2750,40641,Lola,fr,1961-03-03,7.2,8.227,False
2751,11446,Welcome to the Dollhouse,en,1996-05-24,7.2,9.186,False
2752,15370,The Cat Returns,ja,2002-07-19,7.2,23.102,False
2753,10617,Once Upon a Time in China,cn,1991-08-15,7.2,15.796,False
2754,497828,Triangle of Sadness,en,2022-09-18,7.2,43.491,False
2755,319888,Eddie the Eagle,en,2016-02-25,7.2,14.451,False
2756,72113,Carnage,en,2011-09-16,7.2,12.35,False
2757,11330,Pusher 3,da,2005-08-22,7.2,9.359,False
2758,10673,Wall Street,en,1987-12-10,7.2,19.837,False
2759,9303,Bound,en,1996-09-13,7.2,27.895,False
2760,90,Beverly Hills Cop,en,1984-12-05,7.2,23.597,False
2761,12159,What Dreams May Come,en,1998-10-02,7.2,24.883,False
2762,10625,Mean Girls,en,2004-04-30,7.2,59.553,False
2763,547016,The Old Guard,en,2020-07-10,7.2,25.783,False
2764,103758,Reality,it,2012-05-04,7.2,6.532,False
2765,96714,Diaz - Don't Clean Up This Blood,it,2012-04-13,7.2,8.866,False
2766,55931,The Animatrix,en,2003-05-09,7.2,18.006,False
2767,9660,Operation Petticoat,en,1959-12-05,7.2,13.51,False
2768,788,Mrs. Doubtfire,en,1993-11-24,7.2,24.76,False
2769,657644,Minnal Murali,ml,2021-12-16,7.2,16.266,False
2770,581997,Batman vs Teenage Mutant Ninja Turtles,en,2019-03-31,7.2,22.925,False
2771,73211,King of Devil's Island,no,2010-12-16,7.2,7.163,False
2772,45162,Superman/Batman: Apocalypse,en,2010-09-28,7.2,17.91,False
2773,14299,Cadillac Records,en,2008-12-05,7.2,15.081,False
2774,12481,The Big Boss,zh,1971-10-03,7.2,22.016,False
2775,10178,The Caine Mutiny,en,1954-06-23,7.2,10.771,False
2776,607,Men in Black,en,1997-07-02,7.2,56.614,False
2777,353326,The Man Who Knew Infinity,en,2015-12-15,7.2,17.06,False
2778,177677,Mission: Impossible - Rogue Nation,en,2015-07-23,7.2,66.355,False
2779,25126,Six Shooter,en,2004-10-14,7.2,4.872,False
2780,2832,Identity,en,2003-04-25,7.2,20.522,False
2781,1164,Babel,en,2006-09-08,7.2,14.29,False
2782,522478,Peter Rabbit 2: The Runaway,en,2021-03-25,7.2,29.107,False
2783,98622,9,en,2005-04-21,7.2,4.929,False
2784,26617,Five Easy Pieces,en,1970-09-12,7.2,8.861,False
2785,11837,Watership Down,en,1978-10-14,7.2,10.042,False
2786,8879,Pale Rider,en,1985-06-28,7.2,15.047,False
2787,8438,Murder in the First,en,1995-01-20,7.2,11.302,False
2788,2355,Reign Over Me,en,2007-03-22,7.2,34.743,False
2789,1213,The Talented Mr. Ripley,en,1999-12-25,7.2,19.784,False
2790,376660,The Edge of Seventeen,en,2016-11-18,7.2,17.028,False
2791,205601,Belle,en,2013-05-01,7.2,14.003,False
2792,21183,Fluke,en,1995-06-02,7.2,12.589,False
2793,13368,White Christmas,en,1954-10-14,7.2,11.812,False
2794,1885,The Karate Kid,en,1984-06-22,7.2,32.107,False
2795,558144,Deadpool: No Good Deed,en,2017-03-03,7.2,11.635,False
2796,97365,Rust and Bone,fr,2012-05-17,7.2,10.07,False
2797,62395,The Miracle of Marcelino,es,1955-02-24,7.2,15.856,False
2798,33511,Nowhere Boy,en,2009-12-25,7.2,10.331,False
2799,8329,[REC],es,2007-11-23,7.2,27.976,False
2800,3549,After the Wedding,da,2006-02-24,7.2,10.009,False
2801,978,Seven Years in Tibet,en,1997-09-12,7.2,16.634,False
2802,336000,The Glass Castle,en,2017-08-11,7.2,13.819,False
2803,44826,Hugo,en,2011-11-22,7.2,21.588,False
2804,13001,Stargate: The Ark of Truth,en,2008-03-11,7.2,18.25,False
2805,11414,The Defiant Ones,en,1958-08-14,7.2,5.64,False
2806,11177,Mask,en,1985-03-08,7.2,12.847,False
2807,7350,The Bucket List,en,2007-12-15,7.2,18.696,False
2808,406990,What Happened to Monday,en,2017-08-18,7.2,40.825,False
2809,44874,Barbie: A Fashion Fairytale,en,2010-09-14,7.2,33.185,False
2810,15067,"The Good, the Bad, the Weird",ko,2008-07-16,7.2,14.469,False
2811,11490,The Child,fr,2005-10-19,7.2,4.705,False
2812,11328,Pusher II,da,2004-12-25,7.2,9.094,False
2813,59,A History of Violence,en,2005-09-23,7.2,21.816,False
2814,482373,Don't Breathe 2,en,2021-08-12,7.2,48.752,False
2815,272878,Max,en,2015-06-26,7.2,22.015,False
2816,198663,The Maze Runner,en,2014-09-10,7.2,101.194,False
2817,75258,Secret of the Wings,en,2012-08-17,7.2,43.997,False
2818,22302,Polytechnique,fr,2009-02-06,7.2,10.567,False
2819,11287,A League of Their Own,en,1992-07-01,7.2,20.8,False
2820,1271,300,en,2006-03-09,7.2,49.754,False
2821,409,The English Patient,en,1996-11-14,7.2,27.167,False
2822,749004,Petite Maman,fr,2021-06-02,7.2,10.405,False
2823,398173,The House That Jack Built,en,2018-10-04,7.2,16.568,False
2824,363676,Sully,en,2016-09-07,7.2,30.402,False
2825,9071,Living in Oblivion,en,1995-07-21,7.2,8.385,False
2826,2760,The Lodger: A Story of the London Fog,en,1927-02-14,7.2,10.868,False
2827,276,The Edukators,de,2004-10-25,7.2,6.679,False
2828,411728,The Professor and the Madman,en,2019-03-07,7.2,15.8,False
2829,116745,The Secret Life of Walter Mitty,en,2013-12-18,7.2,25.395,False
2830,16161,Baby Boy,en,2001-06-27,7.2,13.367,False
2831,11575,The Great Race,en,1965-07-01,7.2,15.752,False
2832,3059,Intolerance: Love's Struggle Throughout the Ages,en,1916-09-04,7.2,9.71,False
2833,504949,The King,en,2019-10-11,7.2,23.127,False
2834,20410,Scooby-Doo and the Alien Invaders,en,2000-10-02,7.2,14.983,False
2835,14903,Pooh's Grand Adventure: The Search for Christopher Robin,en,1997-08-05,7.2,14.651,False
2836,11093,House of Sand and Fog,en,2003-12-19,7.2,10.987,False
2837,4518,Elizabeth,en,1998-09-13,7.2,17.363,False
2838,469,Stranger Than Paradise,en,1984-10-01,7.2,8.058,False
2839,632666,Unpregnant,en,2020-09-10,7.2,10.23,False
2840,571648,Beasts Clawing at Straws,ko,2020-02-19,7.2,14.358,False
2841,21733,Dragons Forever,cn,1988-02-11,7.2,13.139,False
2842,14325,The Express,en,2008-10-10,7.2,11.088,False
2843,2117,Sophie Scholl: The Final Days,de,2005-02-13,7.2,11.81,False
2844,1857,The Transformers: The Movie,en,1986-08-08,7.2,26.701,False
2845,606,Out of Africa,en,1985-12-20,7.2,15.749,False
2846,1010820,Groot's Pursuit,en,2022-08-10,7.2,21.858,False
2847,10142,Casualties of War,en,1989-08-18,7.2,18.49,False
2848,4538,The Darjeeling Limited,en,2007-09-07,7.2,12.611,False
2849,2668,Sleepy Hollow,en,1999-11-19,7.2,25.453,False
2850,327,Brother,en,2000-12-13,7.2,12.253,False
2851,385128,F9,en,2021-05-19,7.2,90.944,False
2852,12230,One Hundred and One Dalmatians,en,1961-01-25,7.2,46.053,False
2853,403300,A Hidden Life,en,2019-12-11,7.2,12.637,False
2854,18030,Kiss Me Deadly,en,1955-04-28,7.2,10.583,False
2855,10223,A Simple Plan,en,1998-12-11,7.2,15.41,False
2856,475094,The Captain,de,2018-02-02,7.2,16.668,False
2857,118628,English Vinglish,hi,2012-09-21,7.2,7.147,False
2858,51241,Heartbeats,fr,2010-10-09,7.2,9.949,False
2859,13920,Radio,en,2003-10-24,7.2,29.992,False
2860,11165,Tora! Tora! Tora!,en,1970-01-26,7.2,15.444,False
2861,8075,Weekend,fr,1967-12-29,7.2,7.662,False
2862,2024,The Patriot,en,2000-06-28,7.2,74.386,False
2863,506,Marnie,en,1964-07-17,7.2,15.812,False
2864,530385,Midsommar,en,2019-07-03,7.2,46.304,False
2865,20283,Breaking Away,en,1979-05-24,7.1,10.944,False
2866,11485,Take the Money and Run,en,1969-08-18,7.2,10.095,False
2867,836225,The Exorcism of God,en,2022-03-11,7.2,95.085,False
2868,130739,A Coffee in Berlin,de,2012-11-01,7.2,8.13,False
2869,34070,Songs from the Second Floor,sv,2000-10-06,7.2,7.413,False
2870,98120,Piazza Fontana: The Italian Conspiracy,it,2012-03-30,7.2,6.054,False
2871,16520,The King and I,en,1956-06-29,7.2,10.942,False
2872,8088,Broken Embraces,es,2009-03-18,7.2,11.253,False
2873,754067,Vicky and Her Mystery,fr,2021-12-15,7.2,12.838,False
2874,527435,The Christmas Chronicles,en,2018-11-22,7.2,14.613,False
2875,373226,Belzebuth,es,2019-01-11,7.2,13.149,False
2876,325113,A Girl Like Her,en,2015-03-27,7.2,6.983,False
2877,294016,Trumbo,en,2015-10-27,7.2,12.642,False
2878,49047,Gravity,en,2013-10-03,7.2,22.368,False
2879,24804,Black Dynamite,en,2009-10-16,7.2,7.844,False
2880,10150,The Last Unicorn,en,1982-11-19,7.2,12.011,False
2881,505954,T-34,ru,2018-12-27,7.2,15.152,False
2882,226448,In Your Eyes,en,2014-04-20,7.2,9.09,False
2883,68722,The Master,en,2012-09-07,7.2,12.459,False
2884,618353,Batman: Death in the Family,en,2020-10-13,7.2,31.248,False
2885,40807,50/50,en,2011-09-30,7.2,13.244,False
2886,1420,Breakfast on Pluto,en,2005-09-03,7.2,10.0,False
2887,1088,Whale Rider,en,2003-01-30,7.2,9.107,False
2888,281338,War for the Planet of the Apes,en,2017-07-11,7.2,44.285,False
