,id,title,original_language,release_date,vote_average,popularity,adult
12299,1010823,Magnum Opus,en,2022-07-18,7.3,28.809,False
12300,61791,Rise of the Planet of the Apes,en,2011-08-03,7.3,50.055,False
12301,27094,Lenny,en,1974-11-10,7.3,10.352,False
12302,259693,The Conjuring 2,en,2016-06-08,7.3,83.096,False
12303,7340,Carrie,en,1976-11-03,7.3,24.299,False
12304,392982,Marshall,en,2017-10-13,7.3,12.819,False
12305,69735,Batman: Year One,en,2011-09-27,7.3,64.942,False
12306,12554,Citizen X,en,1995-02-25,7.3,11.368,False
12307,11305,Mystery Train,en,1989-09-06,7.3,10.903,False
12308,9603,Clueless,en,1995-07-19,7.3,32.524,False
12309,537681,Giant Little Ones,en,2019-01-03,7.3,9.854,False
12310,223706,Boy & the World,pt,2014-01-17,7.3,7.057,False
12311,66125,Red Dog,en,2011-08-04,7.3,10.128,False
12312,17814,Assault on Precinct 13,en,1976-11-05,7.3,11.595,False
12313,6145,Fracture,en,2007-04-19,7.3,27.965,False
12314,33954,The Hawks and the Sparrows,it,1966-05-04,7.3,8.358,False
12315,651881,Bye Bye Morons,fr,2020-10-21,7.3,9.125,False
12316,75629,Evangelion: 3.0 You Can (Not) Redo,ja,2012-11-17,7.3,25.161,False
12317,9833,The Phantom of the Opera,en,2004-12-08,7.3,22.772,False
12318,941,Lethal Weapon,en,1987-03-06,7.3,35.745,False
12319,948713,The Last Kingdom: Seven Kings Must Die,en,2023-04-14,7.3,202.39,False
12320,13933,One Man Band,en,2005-06-21,7.3,7.07,False
12321,1594,A Shot in the Dark,en,1964-06-23,7.3,12.993,False
12322,861,Total Recall,en,1990-06-01,7.3,34.261,False
12323,177,The Fisher King,en,1991-09-20,7.3,12.37,False
12324,424488,Megan Leavey,en,2017-06-09,7.3,15.821,False
12325,99861,Avengers: Age of Ultron,en,2015-04-22,7.3,110.931,False
12326,53486,The Family Friend,it,2006-10-01,7.3,5.718,False
12327,10722,The Day of the Beast,es,1995-10-20,7.3,11.124,False
12328,9550,House of Flying Daggers,zh,2004-05-19,7.3,18.332,False
12329,1725,West Side Story,en,1961-12-13,7.3,15.102,False
12330,453278,The Rider,en,2018-03-28,7.3,11.56,False
12331,64956,Inception: The Cobol Job,en,2010-12-07,7.3,6.994,False
12332,44018,Vagabond,fr,1985-12-04,7.3,11.614,False
12333,9325,The Jungle Book,en,1967-10-18,7.3,56.134,False
12334,813,Airplane!,en,1980-07-02,7.3,37.479,False
12335,449674,Louis C.K. 2017,en,2017-04-04,7.3,4.408,False
12336,1672,The Professional,fr,1981-10-21,7.3,10.109,False
12337,785663,Old Henry,en,2021-10-01,7.3,29.399,False
12338,127864,Blancanieves,es,2012-09-28,7.3,7.115,False
12339,20246,The Stranger,en,1946-07-02,7.3,12.871,False
12340,1830,Lord of War,en,2005-09-16,7.3,32.282,False
12341,532321,Re:ZERO -Starting Life in Another World- Memory Snow,ja,2018-10-06,7.3,16.4,False
12342,330457,Frozen II,en,2019-11-20,7.3,95.253,False
12343,300671,13 Hours: The Secret Soldiers of Benghazi,en,2016-01-14,7.3,40.7,False
12344,11197,Evil,sv,2003-09-16,7.3,14.413,False
12345,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",en,1995-09-07,7.3,15.572,False
12346,2525,The Bible: In the Beginning...,en,1966-09-28,7.3,19.277,False
12347,59037,Toxic Love,it,1983-09-01,7.3,5.121,False
12348,41201,The Illusionist,fr,2010-02-16,7.3,10.45,False
12349,19597,The Hedgehog,fr,2009-07-01,7.3,7.894,False
12350,830,Forbidden Planet,en,1956-03-23,7.3,24.27,False
12351,552,Bread and Tulips,it,2000-03-03,7.3,12.431,False
12352,809140,Father Stu,en,2022-04-13,7.3,23.883,False
12353,632617,C'mon C'mon,en,2021-11-19,7.3,13.481,False
12354,68734,Argo,en,2012-10-11,7.3,25.573,False
12355,20367,Detour,en,1945-11-30,7.3,11.82,False
12356,11663,The Commitments,en,1991-08-14,7.3,9.598,False
12357,663870,Riders of Justice,da,2020-11-19,7.3,13.784,False
12358,435577,The 12th Man,no,2017-12-25,7.3,13.281,False
12359,19913,(500) Days of Summer,en,2009-07-17,7.3,38.123,False
12360,766,Army of Darkness,en,1992-10-31,7.3,29.383,False
12361,557,Spider-Man,en,2002-05-01,7.3,113.895,False
12362,778730,Crazy About Her,es,2021-02-26,7.3,11.553,False
12363,493922,Hereditary,en,2018-06-07,7.3,50.786,False
12364,446696,Life Itself,en,2018-09-21,7.3,13.449,False
12365,1850,Man on the Moon,en,1999-12-22,7.3,14.727,False
12366,18183,Like Water for Chocolate,es,1992-04-16,7.3,14.985,False
12367,10795,Tell No One,fr,2006-11-01,7.3,10.303,False
12368,9474,My Name Is Nobody,it,1973-12-13,7.3,20.719,False
12369,360737,Center of My World,de,2016-11-10,7.3,10.104,False
12370,34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,ja,1993-03-06,7.3,66.511,False
12371,19666,Lagaan: Once Upon a Time in India,hi,2001-06-15,7.3,15.526,False
12372,12900,Conspiracy,en,2001-05-19,7.3,13.596,False
12373,10299,"Hush... Hush, Sweet Charlotte",en,1964-12-15,7.3,10.437,False
12374,5590,Donkey Skin,fr,1970-12-20,7.3,8.877,False
12375,1888,The Fortune Cookie,en,1966-10-19,7.3,9.686,False
12376,391713,Lady Bird,en,2017-09-01,7.3,27.457,False
12377,16136,Juice,en,1992-01-17,7.3,13.932,False
12378,10421,War of the Buttons,fr,1962-04-18,7.3,8.651,False
12379,10139,Milk,en,2008-11-05,7.3,13.37,False
12380,616251,The Broken Hearts Gallery,en,2020-09-11,7.3,15.465,False
12381,502425,Escape from Pretoria,en,2020-03-06,7.3,22.246,False
12382,487491,"Fala Sério, Mãe!",pt,2017-12-28,7.3,4.721,False
12383,20982,Naruto Shippuden the Movie,ja,2007-08-04,7.3,83.523,False
12384,10360,Hunger,en,2008-05-15,7.3,10.854,False
12385,451,Leaving Las Vegas,en,1995-10-27,7.3,21.492,False
12386,846433,The Enforcer,en,2022-09-22,7.3,105.946,False
12387,512895,Lady and the Tramp,en,2019-11-12,7.3,19.822,False
12388,375315,The Salesman,fa,2016-06-24,7.3,8.361,False
12389,19908,Zombieland,en,2009-10-07,7.3,37.175,False
12390,13597,Labyrinth,en,1986-06-27,7.3,22.592,False
12391,408537,The Distinguished Citizen,es,2016-09-08,7.3,7.615,False
12392,245168,Suffragette,en,2015-10-16,7.3,10.453,False
12393,785539,Resort to Love,en,2021-07-29,7.3,11.102,False
12394,17159,Eddie Murphy Raw,en,1987-11-25,7.2,12.623,False
12395,16227,Dark Passage,en,1947-09-05,7.3,11.298,False
12396,16085,Funny Girl,en,1968-09-19,7.3,11.264,False
12397,518671,Shéhérazade,fr,2018-09-05,7.3,7.674,False
12398,258230,A Monster Calls,en,2016-10-07,7.3,24.875,False
12399,11537,Snake in the Eagle's Shadow,cn,1978-03-01,7.3,10.621,False
12400,323677,Race,en,2016-02-19,7.3,13.317,False
12401,152603,Only Lovers Left Alive,en,2013-12-12,7.3,16.975,False
12402,43920,Dog Pound,en,2010-04-24,7.3,10.282,False
12403,1262,Stranger Than Fiction,en,2006-09-09,7.3,11.375,False
12404,428836,Ophelia,en,2019-06-28,7.3,14.864,False
12405,509,Notting Hill,en,1999-05-21,7.3,26.975,False
12406,754609,Mrs. Harris Goes to Paris,en,2022-07-15,7.3,16.767,False
12407,317557,Queen of Katwe,en,2016-09-23,7.3,10.48,False
12408,60308,Moneyball,en,2011-09-23,7.3,28.998,False
12409,1367,Rocky II,en,1979-06-15,7.3,39.054,False
12410,11450,Quiz Show,en,1994-08-25,7.3,10.16,False
12411,8424,Love Me If You Dare,fr,2003-09-17,7.3,13.048,False
12412,765245,Swan Song,en,2021-12-17,7.3,14.432,False
12413,571785,Time to Hunt,ko,2020-02-22,7.3,14.044,False
12414,297270,Tinker Bell and the Legend of the NeverBeast,en,2014-12-12,7.3,46.497,False
12415,14320,Great Expectations,en,1946-12-26,7.3,13.718,False
12416,1818,Shoot the Piano Player,fr,1960-11-25,7.3,6.853,False
12417,467909,In the Heights,en,2021-06-10,7.3,14.733,False
12418,250480,The Many Adventures of Winnie the Pooh,en,1977-03-11,7.3,19.598,False
12419,8923,Green Street Hooligans,en,2005-09-09,7.3,17.314,False
12420,1598,Cape Fear,en,1991-11-13,7.3,22.956,False
12421,985939,Fall,en,2022-08-11,7.3,196.537,False
12422,220289,Coherence,en,2013-09-19,7.3,25.438,False
12423,209274,Ida,pl,2013-10-25,7.3,8.747,False
12424,51497,Fast Five,en,2011-04-20,7.3,10.212,False
12425,30421,A Chinese Ghost Story,cn,1987-07-18,7.3,10.385,False
12426,21641,The Damned United,en,2009-03-27,7.3,11.409,False
12427,17111,Shutter,th,2004-09-09,7.3,16.129,False
12428,15152,"OSS 117: Cairo, Nest of Spies",fr,2006-04-19,7.3,13.09,False
12429,8374,The Boondock Saints,en,1999-01-22,7.3,13.703,False
12430,5506,The Ladykillers,en,1955-12-08,7.3,11.997,False
12431,2759,"The Adventures of Priscilla, Queen of the Desert",en,1994-05-31,7.3,12.942,False
12432,362045,Bajirao Mastani,hi,2015-12-18,7.3,14.593,False
12433,335360,My Little Pony: The Movie,en,2017-10-05,7.3,19.352,False
12434,10009,Brother Bear,en,2003-10-23,7.3,45.284,False
12435,9821,The Mighty,en,1998-06-01,7.2,9.656,False
12436,50646,"Crazy, Stupid, Love.",en,2011-07-29,7.3,53.783,False
12437,12162,The Hurt Locker,en,2008-10-10,7.3,22.483,False
12438,185008,Yeh Jawaani Hai Deewani,hi,2013-05-31,7.3,8.954,False
12439,18947,The Boat That Rocked,en,2009-04-01,7.3,15.517,False
12440,15774,Swades,hi,2004-12-17,7.3,13.971,False
12441,11832,Babette's Feast,da,1987-08-11,7.3,13.664,False
12442,246,Zatoichi,ja,2003-09-06,7.2,11.704,False
12443,591274,Fear Street: 1978,en,2021-07-08,7.3,30.837,False
12444,361380,Barbie & Her Sisters in the Great Puppy Adventure,en,2015-10-07,7.3,19.458,False
12445,211387,Marvel One-Shot: Agent Carter,en,2013-09-03,7.3,16.178,False
12446,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,ja,2005-07-21,7.3,17.778,False
12447,417678,"Everything, Everything",en,2017-05-18,7.3,12.922,False
12448,14202,The Painted Veil,en,2006-12-09,7.2,12.557,False
12449,12614,Victor/Victoria,en,1982-04-25,7.2,9.261,False
12450,2657,Pleasantville,en,1998-09-17,7.2,12.618,False
12451,2270,Stardust,en,2007-08-09,7.3,25.471,False
12452,558,Spider-Man 2,en,2004-06-25,7.2,29.793,False
12453,560050,Over the Moon,en,2020-10-16,7.2,25.696,False
12454,112949,Safe Haven,en,2013-02-07,7.2,17.127,False
12455,35114,Destino,en,2003-08-05,7.2,8.681,False
12456,10397,Angela's Ashes,en,1999-12-25,7.2,11.242,False
12457,9473,"South Park: Bigger, Longer & Uncut",en,1999-06-30,7.2,21.016,False
12458,3543,Bagdad Cafe,de,1987-11-12,7.2,10.891,False
12459,1572,Die Hard: With a Vengeance,en,1995-05-19,7.2,37.405,False
12460,934433,Scream VI,en,2023-03-08,7.2,281.738,False
12461,518896,Warriors of Future,zh,2022-08-05,7.2,67.975,False
12462,45958,Biutiful,es,2010-10-20,7.2,9.32,False
12463,10501,The Road to El Dorado,en,2000-03-31,7.2,34.762,False
12464,363579,The Age of Shadows,ko,2016-09-07,7.2,11.279,False
12465,43266,How Green Was My Valley,en,1941-10-28,7.2,9.896,False
12466,42979,Robot Chicken: Star Wars,en,2007-07-17,7.2,8.817,False
12467,25846,Baaria,it,2009-09-02,7.2,13.876,False
12468,11929,Dolores Claiborne,en,1995-03-24,7.2,18.192,False
12469,9078,The Sword in the Stone,en,1963-12-25,7.2,35.739,False
12470,399055,The Shape of Water,en,2017-12-01,7.2,26.493,False
12471,381707,Our Lovers,es,2016-02-08,7.2,7.261,False
12472,198277,Begin Again,en,2013-09-07,7.2,16.867,False
12473,10149,Smoke,en,1995-06-09,7.2,11.35,False
12474,10086,Man Bites Dog,fr,1992-11-04,7.2,13.108,False
12475,8393,The Gods Must Be Crazy,en,1980-09-10,7.2,25.017,False
12476,500006,Utøya: July 22,no,2018-03-09,7.2,11.548,False
12477,298115,Dragons: Dawn of the Dragon Racers,en,2014-11-01,7.2,19.355,False
12478,129112,Wadjda,ar,2012-08-31,7.2,10.461,False
12479,109445,Frozen,en,2013-11-20,7.2,85.879,False
12480,70670,Headhunters,no,2011-08-26,7.2,14.351,False
12481,35690,The Last Song,en,2010-03-31,7.2,14.038,False
12482,76543,Tyrannosaur,en,2011-10-07,7.2,7.061,False
12483,56831,The Sunset Limited,en,2011-02-12,7.2,10.308,False
12484,17905,Branded to Kill,ja,1967-06-15,7.2,8.232,False
12485,9837,The Prince of Egypt,en,1998-12-16,7.2,28.031,False
12486,1254,"Don't Worry, I'm Fine",fr,2006-09-06,7.2,9.71,False
12487,15487,The Greatest Game Ever Played,en,2005-09-30,7.2,13.453,False
12488,13688,CJ7,cn,2008-01-30,7.2,28.785,False
12489,3086,The Lady Eve,en,1941-02-25,7.2,10.732,False
12490,653851,Devotion,en,2022-11-23,7.2,80.511,False
12491,475946,Blade Runner: Black Out 2022,en,2017-09-26,7.2,15.059,False
12492,19178,The Trip Across Paris,fr,1956-10-26,7.2,7.576,False
12493,2277,Bicentennial Man,en,1999-12-17,7.2,20.587,False
12494,612368,In the Name of the Land,fr,2019-09-25,7.2,6.743,False
12495,594530,Lamp Life,en,2020-01-31,7.2,11.767,False
12496,465136,Every Day,en,2018-02-22,7.2,19.549,False
12497,449924,Ip Man 4: The Finale,cn,2019-12-19,7.2,14.059,False
12498,364689,Ferdinand,en,2017-12-09,7.2,36.455,False
12499,504,Monster,en,2003-12-24,7.2,22.016,False
12500,227,The Outsiders,en,1983-03-25,7.2,24.747,False
12501,393624,Official Secrets,en,2019-08-30,7.2,20.424,False
12502,345920,Collateral Beauty,en,2016-12-06,7.2,21.93,False
12503,40180,Fear Over the City,fr,1975-04-09,7.2,7.676,False
12504,29005,McCabe & Mrs. Miller,en,1971-06-24,7.2,8.555,False
12505,979,Irreversible,fr,2002-05-22,7.2,26.728,False
12506,285,Pirates of the Caribbean: At World's End,en,2007-05-19,7.2,102.455,False
12507,258,Bed and Board,fr,1970-09-09,7.2,9.829,False
12508,156022,The Equalizer,en,2014-09-24,7.2,106.639,False
12509,2609,"Planes, Trains and Automobiles",en,1987-11-26,7.2,16.856,False
12510,809,Shrek 2,en,2004-05-19,7.2,98.787,False
12511,340,Everything Is Illuminated,en,2005-09-16,7.2,8.14,False
12512,736732,Broker,ko,2022-06-08,7.2,34.052,False
12513,581734,Nomadland,en,2021-01-29,7.2,22.811,False
12514,346364,It,en,2017-09-06,7.2,366.036,False
12515,338189,It's Only the End of the World,fr,2016-08-26,7.2,11.9,False
12516,168259,Furious 7,en,2015-04-01,7.2,83.094,False
12517,14646,Family Resemblances,fr,1996-09-07,7.2,5.211,False
12518,10705,Henry V,en,1989-10-05,7.2,9.919,False
12519,10452,Queen Margot,fr,1994-05-13,7.2,11.578,False
12520,8844,Jumanji,en,1995-12-15,7.2,22.291,False
12521,1716,The Last Metro,fr,1980-09-17,7.2,9.001,False
12522,454983,The Kissing Booth,en,2018-05-11,7.2,56.538,False
12523,297762,Wonder Woman,en,2017-05-30,7.2,66.401,False
12524,39108,Dragon Ball Z: Wrath of the Dragon,ja,1995-07-15,7.2,66.356,False
12525,549053,Last Christmas,en,2019-11-07,7.2,16.958,False
12526,72570,The Vow,en,2012-02-05,7.2,16.564,False
12527,826769,Rosaline,en,2022-10-11,7.2,17.913,False
12528,774752,The Guardians of the Galaxy Holiday Special,en,2022-11-25,7.2,60.603,False
12529,38684,Jane Eyre,en,2011-03-11,7.2,16.382,False
12530,23566,Barbie and the Three Musketeers,en,2009-09-15,7.2,30.5,False
12531,936074,Tenor,fr,2022-05-04,7.2,13.426,False
12532,823951,November,fr,2022-10-05,7.2,21.184,False
12533,791177,Bones and All,it,2022-11-18,7.2,25.534,False
12534,585245,Clifford the Big Red Dog,en,2021-11-10,7.2,63.718,False
12535,329819,Standing Tall,fr,2015-05-13,7.2,7.685,False
12536,57447,The House with Laughing Windows,it,1976-08-20,7.2,7.477,False
12537,25205,The Concert,fr,2009-11-04,7.2,7.239,False
12538,6537,The Orphanage,es,2007-05-20,7.2,20.587,False
12539,859,Dangerous Liaisons,en,1988-12-21,7.2,17.07,False
12540,79707,Children Who Chase Lost Voices,ja,2011-05-07,7.2,30.419,False
12541,927855,Love Tactics,tr,2022-02-11,7.2,20.118,False
12542,420622,Professor Marston and the Wonder Women,en,2017-10-13,7.2,22.534,False
12543,37136,The Naked Gun: From the Files of Police Squad!,en,1988-12-02,7.2,28.479,False
12544,10518,Marathon Man,en,1976-10-08,7.2,16.264,False
12545,695,Short Cuts,en,1993-09-05,7.2,11.386,False
12546,244403,Rudderless,en,2014-10-17,7.2,9.139,False
12547,43361,The White Sheik,it,1952-09-20,7.2,8.133,False
12548,34134,Barbie in A Mermaid Tale,en,2010-01-25,7.2,32.378,False
12549,20482,The Naked City,en,1948-03-04,7.2,7.562,False
12550,9502,Kung Fu Panda,en,2008-06-04,7.2,66.216,False
12551,1640,Crash,en,2005-05-06,7.2,20.082,False
12552,436,Maria Full of Grace,es,2004-01-18,7.2,13.531,False
12553,187022,A Touch of Sin,zh,2013-10-04,7.2,8.968,False
12554,16563,Seven Brides for Seven Brothers,en,1954-07-22,7.2,20.731,False
12555,12622,Violent Cop,ja,1989-08-12,7.2,9.353,False
12556,11986,Betty Blue,fr,1986-04-09,7.2,22.126,False
12557,9267,And Now for Something Completely Different,en,1971-09-28,7.2,10.418,False
12558,2567,The Aviator,en,2004-12-17,7.2,29.029,False
12559,583903,Our Friend,en,2019-09-04,7.2,10.929,False
12560,499932,The Devil All the Time,en,2020-09-11,7.2,19.458,False
12561,436343,On Body and Soul,hu,2017-03-02,7.2,9.464,False
12562,403,Driving Miss Daisy,en,1989-12-13,7.2,17.345,False
12563,842675,The Wandering Earth II,zh,2023-01-22,7.2,279.76,False
12564,11020,Picnic at Hanging Rock,en,1975-09-02,7.2,9.849,False
12565,2576,The Diary of Anne Frank,en,1959-03-18,7.2,17.592,False
12566,816904,Mummies,es,2023-01-05,7.2,148.353,False
12567,611698,A Writer's Odyssey,zh,2021-02-12,7.2,53.347,False
12568,593643,The Menu,en,2022-11-17,7.2,58.812,False
12569,505642,Black Panther: Wakanda Forever,en,2022-11-09,7.2,310.783,False
12570,407655,A Cinderella Story: If the Shoe Fits,en,2016-08-02,7.2,29.288,False
12571,296098,Bridge of Spies,en,2015-10-15,7.2,18.558,False
12572,12598,Jo,fr,1971-08-31,7.2,6.233,False
12573,9400,Set It Off,en,1996-11-06,7.2,14.739,False
12574,5902,A Bridge Too Far,en,1977-06-15,7.2,22.394,False
12575,2654,In the Mouth of Madness,en,1995-02-03,7.2,14.131,False
12576,20352,Despicable Me,en,2010-07-08,7.2,60.229,False
12577,6037,Murder by Death,en,1976-06-23,7.2,12.007,False
12578,3084,Wuthering Heights,en,1939-04-07,7.2,12.113,False
12579,372519,The Ten Commandments: The Movie,pt,2016-01-28,7.2,27.546,False
12580,287495,Labyrinth of Lies,de,2014-09-06,7.2,13.821,False
12581,37724,Skyfall,en,2012-10-24,7.2,40.482,False
12582,259954,5 to 7,en,2014-04-19,7.2,10.866,False
12583,113082,Berserk: The Golden Age Arc I - The Egg of the King,ja,2012-02-03,7.2,59.957,False
12584,63498,Chico & Rita,en,2010-11-19,7.2,8.24,False
12585,28118,The Gruffalo,en,2009-12-25,7.2,8.207,False
12586,15359,Wonder Woman,en,2009-03-03,7.2,17.029,False
12587,10559,Frequency,en,2000-04-28,7.2,17.089,False
12588,5923,The Sand Pebbles,en,1966-12-20,7.2,12.567,False
12589,401104,To the Bone,en,2017-01-22,7.2,14.408,False
12590,28966,Wings,en,1927-08-12,7.2,9.065,False
12591,15196,Clue,en,1985-12-13,7.2,35.174,False
12592,11647,Infernal Affairs II,cn,2003-10-01,7.2,12.57,False
12593,5825,National Lampoon's Christmas Vacation,en,1989-11-30,7.2,23.766,False
12594,1878,Fear and Loathing in Las Vegas,en,1998-05-22,7.2,23.289,False
12595,16907,Naruto the Movie: Ninja Clash in the Land of Snow,ja,2004-08-21,7.2,30.832,False
12596,10693,Peter Pan,en,1953-02-05,7.2,48.922,False
12597,2014,The Edge of Heaven,de,2007-09-27,7.2,8.078,False
12598,761,The Wing or the Thigh?,fr,1976-10-27,7.2,13.522,False
12599,18320,The Young Victoria,en,2009-03-04,7.2,13.837,False
12600,9701,North Country,en,2005-02-12,7.2,16.544,False
12601,8363,Superbad,en,2007-03-20,7.2,52.883,False
12602,1278,The Dreamers,en,2003-09-01,7.2,26.517,False
12603,844,2046,zh,2005-04-04,7.2,17.489,False
12604,817758,TÁR,en,2022-09-23,7.2,34.503,False
12605,11489,Rosetta,fr,1999-09-29,7.2,7.203,False
12606,11044,Arizona Dream,en,1993-01-06,7.2,10.852,False
12607,11035,Roma,it,1972-03-16,7.2,9.713,False
12608,256,Antoine and Colette,fr,1962-06-22,7.2,9.054,False
12609,677179,Creed III,en,2023-03-01,7.2,460.805,False
12610,515916,Girl,nl,2018-09-18,7.2,9.522,False
12611,434245,The Stronghold,uk,2017-10-12,7.2,12.99,False
12612,348657,Woman at War,is,2018-05-22,7.2,8.635,False
12613,429200,Good Time,en,2017-08-11,7.2,19.682,False
12614,667538,Transformers: Rise of the Beasts,en,2023-06-06,7.2,1420.96,False
12615,399579,Alita: Battle Angel,en,2019-01-31,7.2,46.871,False
12616,67884,Chinese Take-Away,es,2011-03-24,7.2,7.035,False
12617,11051,The Last Temptation of Christ,en,1988-05-28,7.2,18.903,False
12618,10772,Django,it,1966-04-06,7.2,17.776,False
12619,758323,The Pope's Exorcist,en,2023-04-05,7.2,502.125,False
12620,618355,Superman: Red Son,en,2020-02-24,7.2,15.831,False
12621,520736,Loro 2,it,2018-05-10,7.2,7.433,False
12622,479226,The Purity of Vengeance,da,2018-10-04,7.2,11.881,False
12623,366924,Batman: Bad Blood,en,2016-08-04,7.2,20.884,False
12624,36728,Naruto Shippuden the Movie: The Will of Fire,ja,2009-08-01,7.2,38.607,False
12625,14168,3:10 to Yuma,en,1957-08-07,7.2,10.548,False
12626,13581,Dead of Night,en,1945-09-09,7.2,6.589,False
12627,10860,Steel Magnolias,en,1989-11-15,7.2,13.819,False
12628,820446,Downton Abbey: A New Era,en,2022-04-27,7.2,17.43,False
12629,28043,Black Sabbath,it,1963-08-17,7.2,8.915,False
12630,11951,Vanishing Point,en,1971-01-15,7.2,17.674,False
12631,324849,The Lego Batman Movie,en,2017-02-08,7.2,34.517,False
12632,10403,The Player,en,1992-04-03,7.2,10.873,False
12633,268,Batman,en,1989-06-23,7.2,58.093,False
12634,671583,Upside-Down Magic,en,2020-07-31,7.2,29.37,False
12635,404368,Ralph Breaks the Internet,en,2018-11-20,7.2,49.303,False
12636,30074,Scooby-Doo! and the Legend of the Vampire,en,2003-03-04,7.2,15.209,False
12637,21519,Project A,cn,1983-12-22,7.2,14.039,False
12638,14163,Chak De! India,hi,2007-08-10,7.2,9.583,False
12639,15573,The Cowboys,en,1972-01-13,7.2,17.937,False
12640,12717,My Mother's Castle,fr,1990-10-26,7.2,8.809,False
12641,138,Dracula,en,1931-02-12,7.2,19.416,False
12642,374205,One Piece Film: GOLD,ja,2016-07-23,7.2,31.437,False
12643,9560,A Walk in the Clouds,en,1995-08-11,7.2,25.122,False
12644,370964,I Am Dragon,ru,2015-12-03,7.2,25.651,False
12645,241863,As the Gods Will,ja,2014-11-15,7.2,19.043,False
12646,64131,Mauvais Sang,fr,1986-11-26,7.2,7.754,False
12647,16620,La Bamba,en,1987-07-24,7.2,24.222,False
12648,11209,The Alamo,en,1960-10-23,7.2,20.99,False
12649,1538,Collateral,en,2004-08-04,7.2,30.696,False
12650,613504,After We Collided,en,2020-09-02,7.2,115.946,False
12651,475215,Mirai,ja,2018-06-16,7.2,15.655,False
12652,14306,Marley & Me,en,2008-12-25,7.2,22.602,False
12653,10886,The Unknown Woman,it,2006-10-09,7.2,11.489,False
12654,623,A Fish Called Wanda,en,1988-07-15,7.2,21.986,False
12655,459,Sissi: The Fateful Years of an Empress,de,1957-12-18,7.2,13.33,False
12656,251,Ghost,en,1990-07-12,7.2,37.264,False
12657,595671,Never Rarely Sometimes Always,en,2020-03-13,7.2,10.409,False
12658,4952,Pillow Talk,en,1959-10-07,7.2,11.788,False
12659,537056,Batman: Hush,en,2019-07-19,7.2,25.016,False
12660,519035,Nappily Ever After,en,2018-09-21,7.2,10.262,False
12661,436391,The Battleship Island,ko,2017-07-26,7.2,14.595,False
12662,204436,Jack and the Cuckoo-Clock Heart,fr,2014-02-05,7.2,17.667,False
12663,86829,Inside Llewyn Davis,en,2013-10-13,7.2,16.523,False
12664,14047,The Great Debaters,en,2007-12-27,7.2,11.794,False
12665,12762,Broadway Danny Rose,en,1984-01-27,7.2,8.664,False
12666,11143,Tai-Chi Master,cn,1993-11-18,7.2,6.33,False
12667,6978,Big Trouble in Little China,en,1986-05-30,7.2,25.998,False
12668,2771,American Splendor,en,2003-08-15,7.2,9.743,False
12669,399366,Marrowbone,en,2017-10-27,7.2,20.619,False
12670,320736,Virgin Mountain,is,2015-03-20,7.2,8.312,False
12671,13283,Barbie as the Island Princess,en,2007-09-17,7.2,33.63,False
12672,11850,Invasion of the Body Snatchers,en,1978-12-20,7.2,17.1,False
12673,9576,Tootsie,en,1982-12-17,7.2,17.16,False
12674,489925,Eighth Grade,en,2018-01-19,7.2,14.405,False
12675,257211,The Intern,en,2015-09-23,7.2,36.951,False
12676,10528,Sherlock Holmes,en,2009-12-23,7.2,39.432,False
12677,170,28 Days Later,en,2002-10-31,7.2,35.18,False
12678,472674,The Goldfinch,en,2019-09-12,7.2,20.505,False
12679,336845,Cleveland Abduction,en,2015-05-02,7.2,15.357,False
12680,23168,The Town,en,2010-09-15,7.2,45.062,False
12681,8816,My Life as a Dog,sv,1985-12-12,7.2,11.623,False
12682,6479,I Am Legend,en,2007-12-12,7.2,58.341,False
12683,130925,Partysaurus Rex,en,2012-09-14,7.2,73.407,False
12684,43294,An American in Rome,it,1954-12-10,7.2,8.246,False
12685,10243,The Flight of the Phoenix,en,1965-12-15,7.2,13.019,False
12686,591275,Fear Street: 1666,en,2021-07-14,7.2,20.319,False
12687,403431,Brigsby Bear,en,2017-07-27,7.2,9.651,False
12688,213121,Toy Story of Terror!,en,2013-10-16,7.2,0.834,False
12689,62215,Melancholia,en,2011-05-26,7.2,15.769,False
12690,20345,The Bird with the Crystal Plumage,it,1970-02-27,7.2,12.57,False
12691,5176,3:10 to Yuma,en,2007-09-06,7.2,23.552,False
12692,1621,Trading Places,en,1983-06-07,7.2,28.755,False
12693,88284,Barbara,de,2012-03-08,7.2,9.693,False
12694,48254,Ovosodo,it,1997-09-12,7.2,6.747,False
12695,13885,Sweeney Todd: The Demon Barber of Fleet Street,en,2007-12-20,7.2,24.686,False
12696,577922,Tenet,en,2020-08-22,7.2,55.282,False
12697,79224,War of the Arrows,ko,2011-08-10,7.2,19.981,False
12698,56521,Palombella Rossa,it,1989-09-15,7.2,9.908,False
12699,35265,The Embalmer,it,2002-09-06,7.2,4.653,False
12700,9013,Midnight Run,en,1988-07-20,7.2,12.713,False
12701,4588,"Lust, Caution",zh,2007-09-27,7.2,21.831,False
12702,4415,Les Misérables,en,1998-05-01,7.2,14.678,False
12703,14375,Romanzo Criminale,it,2005-09-30,7.2,7.648,False
12704,13012,Felon,en,2008-07-17,7.2,14.155,False
12705,11109,Vera Drake,en,2004-10-22,7.2,7.885,False
